Time,PidCount,Pids,TotalWS_MB,SysFreeMB,MainLogLen,WerFault
2026-07-31 02:26:18,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2017,21301,-2,
2026-07-31 02:26:33,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2034,21288,-2,
2026-07-31 02:26:48,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2027,21297,-2,
2026-07-31 02:27:03,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2046,21281,-2,
2026-07-31 02:27:18,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2043,21283,-2,
2026-07-31 02:27:33,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2004,21324,-2,
2026-07-31 02:27:48,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,1985,21348,-2,
2026-07-31 02:28:04,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2038,21306,-2,
2026-07-31 02:28:19,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2140,21197,-2,
2026-07-31 02:28:34,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2019,21321,-2,
2026-07-31 02:28:49,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2169,21138,-2,
2026-07-31 02:29:04,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2031,21290,-2,
2026-07-31 02:29:19,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2031,21293,-2,
2026-07-31 02:29:34,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2026,21299,-2,
2026-07-31 02:29:49,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2017,21307,-2,
2026-07-31 02:30:04,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2012,21312,-2,
2026-07-31 02:30:19,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2012,21315,-2,
2026-07-31 02:30:34,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2012,21265,-2,
2026-07-31 02:30:49,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2012,21291,-2,
2026-07-31 02:31:04,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2011,21291,-2,
2026-07-31 02:31:19,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2011,21296,-2,
2026-07-31 02:31:34,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2013,21297,-2,
2026-07-31 02:31:49,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2011,21310,-2,
2026-07-31 02:32:05,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2011,21311,-2,
2026-07-31 02:32:20,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2011,21312,-2,
2026-07-31 02:32:35,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2011,21315,-2,
2026-07-31 02:32:50,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2011,21316,-2,
2026-07-31 02:33:05,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,2028,21294,-2,
2026-07-31 02:33:20,12,7416 11824 14980 17604 18572 19024 21076 22892 24116 25012 27224 28660,1999,21318,-2,
2026-07-31 02:40:40,16,7416 11824 14980 16744 17604 18572 18684 19024 20328 21076 22892 24116 25012 27224 27724 28660,2823,20977,-3,
2026-07-31 02:40:55,16,7416 11824 14980 16744 17604 18572 18684 19024 20328 21076 22892 24116 25012 27224 27724 28660,2817,20983,-3,
